,NAME10,INTPTLAT10,INTPTLON10,0
0,4402.02,38.8567714,-77.2361246,-0.8919324888822604
1,4402.01,38.873316700000004,-77.222164,-0.48614054550069313
2,4506.01,38.8566871,-77.2083488,-0.2797884169006855
3,4507.02,38.8370906,-77.2033703,1.0054430058869395
4,4507.01,38.8432594,-77.21330079999998,-0.23332947741680637
5,4523.02,38.822025399999994,-77.21782850000001,-0.7615153765558859
6,4506.02,38.863287400000004,-77.1976392,-0.6231909655901444
7,4515.01,38.8641474,-77.1427534,-0.3293276664290148
8,4515.02,38.8534086,-77.1269817,3.5057540130410323
9,4528.01,38.8405895,-77.1276098,-0.9468187841105993
10,4516.01,38.8502111,-77.1389645,-0.22337980950864944
11,4521.02,38.8184488,-77.1961057,-0.1616643299841392
12,9201.0,38.7809091,-77.46488000000001,-0.8768358930580751
13,4519.0,38.8239767,-77.1529053,1.6040410927371713
14,4153.0,38.7668114,-77.0699232,-0.37596206333665527
15,4204.0,38.7950966,-77.0679939,0.5107670336487189
16,4159.0,38.718661,-77.08635859999998,-0.14677392326852096
17,4160.0,38.723859499999996,-77.1037281,2.380285610098678
18,4161.0,38.7048315,-77.1167622,1.8805312673793382
19,4326.0,38.7486925,-77.2328063,-0.03686689201860952
20,4615.0,38.8788055,-77.28184559999998,-0.3797609890968665
21,4406.0,38.839764,-77.3311672,-0.11261819160547269
22,4606.0,38.8882033,-77.23458459999999,-0.3006590220619084
23,4501.0,38.8691915,-77.20961009999999,-0.22164267252014516
24,4212.0,38.747656899999996,-77.1302639,-0.16450695070186414
25,4206.0,38.788769,-77.0817998,-0.8120494110402027
26,4208.0,38.779704200000005,-77.09772779999999,-0.40755069832931873
27,4214.0,38.7686894,-77.08761009999999,-0.04750226982290329
28,4502.0,38.871241,-77.19147629999999,0.6350822472088158
29,4920.0,38.809210799999995,-77.3494468,-0.009477538692227689
30,4921.0,38.760495500000005,-77.33100340000001,-0.12830172598582526
31,4313.0,38.767480799999994,-77.2436285,-0.28317953932047624
32,4323.0,38.780032299999995,-77.28916629999999,0.573627175038484
33,4325.0,38.7551051,-77.2528644,0.7246153576678025
34,4314.0,38.7681301,-77.22993559999999,-0.08742046373916644
35,4315.0,38.7691618,-77.2169257,-0.1771749538979198
36,4910.0,38.848277200000005,-77.50291429999999,0.3088683471880354
37,4503.0,38.8746505,-77.1724002,0.4295514962072551
38,4154.02,38.7504589,-77.06610340000002,0.9160662393570418
39,4327.01,38.7536105,-77.22018800000001,1.0433557269941833
40,4327.02,38.7290216,-77.2129408,0.42627975148008934
41,4202.03,38.792205200000005,-77.1291703,-0.1126376518991474
42,4817.01,38.8954761,-77.3696939,0.107777656025498
43,4817.02,38.871371,-77.35426650000001,-0.1830512133698225
44,4826.02,38.8859079,-77.3848045,-0.1868521214998983
45,4825.04,38.911657500000004,-77.3953642,0.9248887766127398
46,4811.06,38.9242273,-77.38321579999999,-0.10401584980872786
47,4205.03,38.7896541,-77.0749378,-1.0948596068434922
48,4223.01,38.781754,-77.13123929999999,-0.4735733913458649
49,4210.01,38.7708658,-77.15732390000001,-0.4767518767785734
50,4223.02,38.7721712,-77.1455343,1.4530562308994153
51,4217.02,38.7389961,-77.1153293,-0.07598008972289971
